date,year,month,month_num,state,crime_type,latitude,longitude,fatalities
2021-02-04,2021,February,2,Imo,Fraud,5.0945,7.0972,0
2021-02-05,2021,February,2,Kano,Cult Clash,11.6426,8.9185,1
2021-02-05,2021,February,2,Kano,Cybercrime,11.6897,9.0222,0
2021-02-05,2021,February,2,Lagos,Kidnapping,6.3171,3.3726,1
2021-02-06,2021,February,2,Plateau,Terrorism,9.3921,9.2356,0
2021-02-06,2021,February,2,Lagos,Cult Clash,6.034,3.7064,0
2021-02-06,2021,February,2,Lagos,Cybercrime,6.6995,3.1292,1
2021-02-07,2021,February,2,Enugu,Armed Robbery,6.2388,7.9642,2
2021-02-09,2021,February,2,Anambra,Homicide,6.6464,7.1838,0
2021-02-09,2021,February,2,Rivers,Assault,5.0285,7.2207,1
2021-02-10,2021,February,2,Edo,Homicide,6.7865,5.6717,0
2021-02-11,2021,February,2,Lagos,Armed Robbery,7.0242,3.6829,2
2021-02-11,2021,February,2,Lagos,Drug Trafficking,6.5065,3.1282,0
2021-02-11,2021,February,2,Borno,Armed Robbery,12.0493,13.3513,0
2021-02-11,2021,February,2,Plateau,Cult Clash,8.871,9.78,1
2021-02-12,2021,February,2,Plateau,Cybercrime,8.8953,9.3124,1
2021-02-12,2021,February,2,Niger,Armed Robbery,9.7946,6.9674,2
2021-02-13,2021,February,2,Abuja (FCT),Armed Robbery,9.1831,7.7773,1
2021-02-13,2021,February,2,Rivers,Terrorism,4.3711,6.7397,5
2021-02-13,2021,February,2,Rivers,Drug Trafficking,5.1397,7.1956,4
2021-02-13,2021,February,2,Kano,Cult Clash,11.9165,8.3433,1
2021-02-14,2021,February,2,Rivers,Cult Clash,4.3298,6.9793,0
2021-02-14,2021,February,2,Lagos,Assault,6.1056,3.3568,3
2021-02-14,2021,February,2,Lagos,Drug Trafficking,6.2822,3.7745,3
2021-02-15,2021,February,2,Ogun,Burglary,6.8697,3.5644,1
2021-02-16,2021,February,2,Borno,Drug Trafficking,11.7263,13.6119,1
2021-02-16,2021,February,2,Delta,Armed Robbery,5.1899,5.4292,4
2021-02-16,2021,February,2,Abuja (FCT),Fraud,8.9554,7.4203,2
2021-02-16,2021,February,2,Borno,Kidnapping,12.0875,12.9063,0
2021-02-16,2021,February,2,Kaduna,Homicide,10.2941,7.7196,0
2021-02-17,2021,February,2,Kano,Drug Trafficking,12.4524,8.6467,0
2021-02-18,2021,February,2,Borno,Cybercrime,11.6969,12.6828,1
2021-02-19,2021,February,2,Plateau,Kidnapping,9.395,9.8966,1
2021-02-19,2021,February,2,Lagos,Kidnapping,6.4783,2.9684,0
2021-02-20,2021,February,2,Lagos,Burglary,6.8073,3.0216,1
2021-02-20,2021,February,2,Anambra,Armed Robbery,6.2162,7.0081,1
2021-02-20,2021,February,2,Bauchi,Armed Robbery,10.3958,9.9531,0
2021-02-21,2021,February,2,Borno,Assault,11.4235,12.8536,0
2021-02-21,2021,February,2,Kano,Fraud,11.7167,8.5757,3
2021-02-21,2021,February,2,Rivers,Drug Trafficking,5.0882,6.7832,0
2021-02-22,2021,February,2,Kaduna,Fraud,10.2585,7.0165,1
2021-02-22,2021,February,2,Rivers,Terrorism,4.6556,7.3827,1
2021-02-22,2021,February,2,Zamfara,Burglary,11.9545,6.3699,4
2021-02-22,2021,February,2,Lagos,Cult Clash,6.8272,3.8312,0
2021-02-23,2021,February,2,Rivers,Armed Robbery,4.6695,7.3199,2
2021-02-23,2021,February,2,Niger,Cult Clash,9.2972,6.4301,5
2021-02-23,2021,February,2,Kebbi,Cybercrime,11.9107,3.9422,2
2021-02-24,2021,February,2,Plateau,Drug Trafficking,9.2359,9.527,1
2021-02-24,2021,February,2,Rivers,Fraud,4.7159,7.3759,0
2021-02-24,2021,February,2,Borno,Fraud,11.9028,13.5431,0
2021-02-24,2021,February,2,Kaduna,Terrorism,10.5473,7.7995,4
2021-02-25,2021,February,2,Kano,Fraud,11.7805,8.7958,2
2021-02-25,2021,February,2,Kaduna,Burglary,10.4656,7.6105,2
2021-02-25,2021,February,2,Sokoto,Assault,12.7389,5.4072,0
2021-02-25,2021,February,2,Niger,Kidnapping,9.4237,6.8748,1
2021-02-25,2021,February,2,Lagos,Homicide,6.2245,3.4494,1
2021-02-25,2021,February,2,Niger,Burglary,9.712,6.6903,0
2021-02-25,2021,February,2,Kano,Terrorism,11.689,8.1532,0
2021-02-26,2021,February,2,Imo,Burglary,5.2151,6.8297,0
2021-02-26,2021,February,2,Delta,Burglary,5.8488,5.6193,0
2021-02-26,2021,February,2,Oyo,Kidnapping,7.9026,4.0814,1
2021-02-26,2021,February,2,Oyo,Terrorism,8.0944,3.6271,4
2021-02-26,2021,February,2,Borno,Burglary,11.732,13.2315,2
2021-02-27,2021,February,2,Rivers,Cult Clash,4.9702,7.006,0
2021-02-28,2021,February,2,Imo,Kidnapping,5.0986,7.4703,2
2021-02-28,2021,February,2,Delta,Fraud,5.9977,6.2963,0
2021-02-28,2021,February,2,Borno,Kidnapping,11.9037,13.1237,0
2021-02-28,2021,February,2,Sokoto,Assault,13.0929,5.4999,1
2021-02-28,2021,February,2,Kano,Cult Clash,12.0867,8.8985,0
2021-02-28,2021,February,2,Lagos,Fraud,6.6108,3.6923,0
2021-02-28,2021,February,2,Kaduna,Kidnapping,10.9565,7.3334,0
2021-03-01,2021,March,3,Lagos,Drug Trafficking,6.7145,2.8921,0
2021-03-02,2021,March,3,Lagos,Burglary,6.9663,3.3003,0
2021-03-02,2021,March,3,Kano,Armed Robbery,11.6651,8.8715,0
2021-03-02,2021,March,3,Delta,Drug Trafficking,5.0825,6.3845,0
2021-03-03,2021,March,3,Lagos,Cult Clash,6.7344,2.918,1
2021-03-03,2021,March,3,Imo,Assault,6.069,7.1657,4
2021-03-03,2021,March,3,Kano,Terrorism,12.4536,8.8677,1
2021-03-05,2021,March,3,Lagos,Assault,6.4591,3.2135,2
2021-03-05,2021,March,3,Lagos,Cult Clash,6.8907,3.5402,0
2021-03-05,2021,March,3,Anambra,Homicide,6.1594,6.7283,1
2021-03-06,2021,March,3,Imo,Kidnapping,5.3771,6.7989,2
2021-03-06,2021,March,3,Lagos,Terrorism,6.4872,2.9455,1
2021-03-06,2021,March,3,Abuja (FCT),Terrorism,9.0361,7.0885,1
2021-03-06,2021,March,3,Oyo,Homicide,7.921,3.5879,0
2021-03-07,2021,March,3,Ogun,Terrorism,7.4878,2.9059,0
2021-03-07,2021,March,3,Kebbi,Drug Trafficking,11.6046,4.6907,0
2021-03-07,2021,March,3,Lagos,Cybercrime,6.742,3.0828,1
2021-03-07,2021,March,3,Delta,Terrorism,5.9682,6.3258,1
2021-03-07,2021,March,3,Kaduna,Assault,10.7155,7.6603,3
2021-03-07,2021,March,3,Kaduna,Homicide,10.0228,7.0045,2
2021-03-07,2021,March,3,Oyo,Assault,7.8098,4.0328,0
2021-03-08,2021,March,3,Rivers,Assault,4.599,7.3888,0
2021-03-08,2021,March,3,Kaduna,Burglary,10.3117,7.9071,0
2021-03-08,2021,March,3,Ogun,Cybercrime,6.9246,2.9312,0
2021-03-09,2021,March,3,Imo,Cult Clash,5.6075,6.8911,1
2021-03-09,2021,March,3,Delta,Armed Robbery,5.6152,5.5471,0
2021-03-09,2021,March,3,Lagos,Fraud,6.0976,3.2943,0
2021-03-11,2021,March,3,Niger,Fraud,9.383,6.6353,1
2021-03-11,2021,March,3,Rivers,Burglary,5.0179,7.026,0
2021-03-12,2021,March,3,Oyo,Terrorism,7.589,4.1679,4
2021-03-12,2021,March,3,Rivers,Cult Clash,5.2173,7.2752,0
2021-03-13,2021,March,3,Lagos,Burglary,6.4162,3.4889,0
2021-03-13,2021,March,3,Borno,Armed Robbery,12.1669,12.8409,1
2021-03-13,2021,March,3,Imo,Homicide,5.7454,6.7431,2
2021-03-13,2021,March,3,Oyo,Fraud,7.967,4.3096,3
2021-03-13,2021,March,3,Lagos,Kidnapping,6.6394,3.4159,1
2021-03-13,2021,March,3,Lagos,Armed Robbery,6.5012,3.0119,0
2021-03-14,2021,March,3,Lagos,Cult Clash,6.8815,3.5266,1
2021-03-14,2021,March,3,Niger,Assault,9.7335,6.371,0
2021-03-15,2021,March,3,Kano,Burglary,11.6009,9.042,3
2021-03-16,2021,March,3,Lagos,Fraud,6.4006,3.3328,0
2021-03-16,2021,March,3,Ogun,Homicide,6.9404,3.0792,2
2021-03-16,2021,March,3,Anambra,Fraud,6.0262,7.0998,0
2021-03-17,2021,March,3,Sokoto,Assault,13.0589,4.9963,0
2021-03-17,2021,March,3,Delta,Cult Clash,5.2894,6.276,2
2021-03-17,2021,March,3,Zamfara,Drug Trafficking,11.8535,6.9021,0
2021-03-18,2021,March,3,Abuja (FCT),Burglary,8.7219,7.1954,4
2021-03-18,2021,March,3,Plateau,Drug Trafficking,9.1524,9.4091,0
2021-03-18,2021,March,3,Lagos,Burglary,6.4665,2.927,1
2021-03-19,2021,March,3,Enugu,Homicide,6.4076,8.0392,2
2021-03-19,2021,March,3,Rivers,Armed Robbery,5.2429,7.5185,3
2021-03-19,2021,March,3,Lagos,Homicide,7.0066,3.8617,0
2021-03-19,2021,March,3,Kano,Fraud,11.648,8.416,0
2021-03-19,2021,March,3,Lagos,Terrorism,7.012,3.8424,0
2021-03-19,2021,March,3,Abuja (FCT),Fraud,9.3338,7.2395,2
2021-03-20,2021,March,3,Lagos,Cult Clash,6.5017,3.3373,0
2021-03-20,2021,March,3,Kebbi,Cybercrime,11.7665,3.7606,3
2021-03-21,2021,March,3,Anambra,Cult Clash,6.644,7.3661,4
2021-03-21,2021,March,3,Sokoto,Fraud,13.4848,5.3584,5
2021-03-22,2021,March,3,Lagos,Assault,6.3009,2.9918,0
2021-03-22,2021,March,3,Rivers,Kidnapping,5.12,6.7455,1
2021-03-22,2021,March,3,Borno,Cybercrime,11.801,12.6814,0
2021-03-22,2021,March,3,Plateau,Homicide,9.322,9.1716,3
2021-03-22,2021,March,3,Zamfara,Drug Trafficking,12.6437,6.3984,0
2021-03-22,2021,March,3,Kaduna,Burglary,10.5102,7.4989,0
2021-03-23,2021,March,3,Anambra,Fraud,6.7092,7.106,1
2021-03-23,2021,March,3,Lagos,Fraud,6.3953,2.9158,0
2021-03-23,2021,March,3,Rivers,Assault,5.2659,7.1681,0
2021-03-24,2021,March,3,Rivers,Burglary,5.0538,6.7747,0
2021-03-24,2021,March,3,Rivers,Homicide,4.57,7.2744,0
2021-03-24,2021,March,3,Zamfara,Fraud,11.8463,7.1204,1
2021-03-25,2021,March,3,Zamfara,Assault,12.6677,6.3007,0
2021-03-26,2021,March,3,Abuja (FCT),Assault,8.6599,7.5902,0
2021-03-26,2021,March,3,Kano,Assault,12.2361,8.9715,0
2021-03-26,2021,March,3,Lagos,Burglary,6.3924,3.5817,4
2021-03-26,2021,March,3,Lagos,Burglary,6.7992,3.0537,1
2021-03-26,2021,March,3,Lagos,Cult Clash,6.6822,3.3371,0
2021-03-26,2021,March,3,Imo,Assault,6.029,7.0794,2
2021-03-27,2021,March,3,Kaduna,Assault,10.2232,7.2771,0
2021-03-27,2021,March,3,Abuja (FCT),Assault,9.0468,6.9362,1
2021-03-27,2021,March,3,Abuja (FCT),Burglary,9.5352,6.9952,2
2021-03-27,2021,March,3,Delta,Cybercrime,5.0739,5.7016,4
2021-03-27,2021,March,3,Ogun,Armed Robbery,6.971,3.6122,1
2021-03-28,2021,March,3,Niger,Fraud,9.2379,6.8971,2
2021-03-28,2021,March,3,Rivers,Homicide,4.3619,6.8073,1
2021-03-28,2021,March,3,Lagos,Cult Clash,6.1487,2.883,2
2021-03-29,2021,March,3,Kaduna,Terrorism,10.9676,6.9817,2
2021-03-29,2021,March,3,Lagos,Terrorism,6.5969,3.0457,0
2021-03-29,2021,March,3,Delta,Armed Robbery,6.0225,5.7355,1
2021-03-30,2021,March,3,Lagos,Cybercrime,6.9764,3.3284,0
2021-03-30,2021,March,3,Rivers,Assault,4.5304,6.8647,2
2021-03-30,2021,March,3,Lagos,Terrorism,6.8411,3.7638,3
2021-03-30,2021,March,3,Ogun,Fraud,7.3138,3.1632,3
2021-03-30,2021,March,3,Kano,Armed Robbery,11.9578,9.0482,1
2021-03-31,2021,March,3,Lagos,Drug Trafficking,6.1531,3.5734,1
2021-03-31,2021,March,3,Niger,Drug Trafficking,9.3135,6.9754,0
2021-03-31,2021,March,3,Imo,Drug Trafficking,5.9383,6.7534,4
2021-03-31,2021,March,3,Rivers,Homicide,4.66,7.0042,0
2021-04-01,2021,April,4,Kaduna,Drug Trafficking,10.4104,7.4006,0
2021-04-01,2021,April,4,Enugu,Drug Trafficking,5.9821,7.2395,0
2021-04-01,2021,April,4,Kano,Cybercrime,12.0866,8.8598,1
2021-04-01,2021,April,4,Lagos,Assault,6.1165,3.8674,0
2021-04-02,2021,April,4,Rivers,Terrorism,5.0428,7.2617,0
2021-04-02,2021,April,4,Oyo,Armed Robbery,8.1543,4.4147,4
2021-04-03,2021,April,4,Plateau,Fraud,9.0675,9.2043,1
2021-04-04,2021,April,4,Kebbi,Armed Robbery,11.8274,4.7166,0
2021-04-05,2021,April,4,Borno,Assault,11.675,13.0711,4
2021-04-05,2021,April,4,Plateau,Homicide,9.705,9.0191,0
2021-04-06,2021,April,4,Lagos,Terrorism,6.6747,3.3107,0
2021-04-06,2021,April,4,Kaduna,Fraud,10.1849,7.012,2
2021-04-06,2021,April,4,Bauchi,Kidnapping,10.5754,9.6373,2
2021-04-06,2021,April,4,Lagos,Homicide,6.3704,3.8201,3
2021-04-06,2021,April,4,Abuja (FCT),Fraud,8.897,7.7965,1
2021-04-07,2021,April,4,Sokoto,Armed Robbery,13.2367,5.116,1
2021-04-07,2021,April,4,Imo,Terrorism,5.9103,7.5509,1
2021-04-07,2021,April,4,Imo,Cybercrime,5.7889,6.7112,1
2021-04-08,2021,April,4,Delta,Drug Trafficking,5.8752,6.1498,0
2021-04-10,2021,April,4,Lagos,Kidnapping,6.3853,3.1815,1
2021-04-10,2021,April,4,Delta,Burglary,5.4493,5.9716,0
2021-04-10,2021,April,4,Edo,Terrorism,6.5565,6.0739,2
2021-04-10,2021,April,4,Edo,Cult Clash,6.3359,5.4409,3
2021-04-11,2021,April,4,Abuja (FCT),Assault,8.7389,7.5339,1
2021-04-11,2021,April,4,Kaduna,Cult Clash,10.9332,7.3459,0
2021-04-11,2021,April,4,Abuja (FCT),Assault,9.0073,7.461,1
2021-04-11,2021,April,4,Rivers,Homicide,5.1033,6.8497,0
2021-04-11,2021,April,4,Anambra,Drug Trafficking,6.0374,6.7428,3
2021-04-12,2021,April,4,Kaduna,Fraud,10.763,6.9409,2
2021-04-12,2021,April,4,Kaduna,Homicide,10.5422,7.1587,1
2021-04-12,2021,April,4,Anambra,Terrorism,5.8589,6.8658,3
2021-04-12,2021,April,4,Oyo,Cybercrime,7.8753,3.6006,0
2021-04-12,2021,April,4,Kano,Assault,11.9801,8.2194,3
2021-04-13,2021,April,4,Oyo,Terrorism,7.7331,4.1641,0
2021-04-14,2021,April,4,Kaduna,Burglary,10.1427,7.3396,0
2021-04-14,2021,April,4,Delta,Armed Robbery,5.7004,5.9783,0
2021-04-14,2021,April,4,Enugu,Cybercrime,6.2894,7.2759,0
2021-04-15,2021,April,4,Kebbi,Burglary,11.7944,4.1457,0
2021-04-16,2021,April,4,Lagos,Assault,6.656,3.5673,0
2021-04-16,2021,April,4,Zamfara,Fraud,12.2775,6.5147,1
2021-04-16,2021,April,4,Plateau,Fraud,8.9968,9.2865,0
2021-04-16,2021,April,4,Rivers,Assault,4.9738,6.7515,0
2021-04-17,2021,April,4,Borno,Drug Trafficking,11.9326,12.8873,1
2021-04-17,2021,April,4,Imo,Homicide,5.8728,7.3791,2
2021-04-17,2021,April,4,Kebbi,Homicide,11.4221,4.1145,2
2021-04-17,2021,April,4,Delta,Cult Clash,5.7194,5.758,1
2021-04-17,2021,April,4,Borno,Homicide,11.6692,13.6018,0
2021-04-18,2021,April,4,Rivers,Kidnapping,4.4152,7.351,1
2021-04-18,2021,April,4,Lagos,Drug Trafficking,6.4351,2.9231,0
2021-04-18,2021,April,4,Delta,Armed Robbery,5.5203,5.933,0
2021-04-19,2021,April,4,Abuja (FCT),Assault,9.4515,7.5666,0
2021-04-19,2021,April,4,Kaduna,Homicide,10.82,7.5681,0
2021-04-20,2021,April,4,Abuja (FCT),Fraud,8.8738,7.2397,1
2021-04-20,2021,April,4,Kano,Armed Robbery,11.5942,8.102,0
2021-04-20,2021,April,4,Lagos,Homicide,6.8935,3.4663,0
2021-04-21,2021,April,4,Kaduna,Assault,10.5838,7.3239,1
2021-04-21,2021,April,4,Oyo,Burglary,7.8535,4.3119,0
2021-04-21,2021,April,4,Abuja (FCT),Terrorism,8.7898,7.6183,3
2021-04-21,2021,April,4,Kaduna,Cult Clash,10.0546,7.114,0
2021-04-22,2021,April,4,Edo,Terrorism,6.0586,5.2194,0
2021-04-22,2021,April,4,Kaduna,Assault,10.2902,7.3907,0
2021-04-24,2021,April,4,Kaduna,Cult Clash,10.8549,7.6221,0
2021-04-24,2021,April,4,Abuja (FCT),Drug Trafficking,9.314,7.631,0
2021-04-25,2021,April,4,Oyo,Terrorism,7.3527,4.1049,3
2021-04-25,2021,April,4,Kebbi,Kidnapping,11.8815,3.869,0
2021-04-25,2021,April,4,Plateau,Burglary,8.8666,9.1683,1
2021-04-25,2021,April,4,Kaduna,Burglary,10.6534,7.8592,5
2021-04-25,2021,April,4,Delta,Burglary,5.6697,5.8829,1
2021-04-25,2021,April,4,Kano,Homicide,11.8224,8.4491,4
2021-04-26,2021,April,4,Rivers,Kidnapping,4.6288,6.8217,0
2021-04-26,2021,April,4,Borno,Kidnapping,12.175,13.1967,2
2021-04-27,2021,April,4,Abuja (FCT),Cybercrime,9.0232,7.1656,0
2021-04-29,2021,April,4,Oyo,Assault,7.9874,3.8276,0
2021-04-29,2021,April,4,Abuja (FCT),Terrorism,9.1984,7.6077,0
2021-04-29,2021,April,4,Kano,Homicide,11.7939,8.9429,3
2021-04-29,2021,April,4,Delta,Kidnapping,5.8966,6.3749,2
2021-04-29,2021,April,4,Enugu,Fraud,6.0638,7.9272,1
2021-04-29,2021,April,4,Abuja (FCT),Homicide,9.0282,7.5806,2
2021-04-29,2021,April,4,Bauchi,Fraud,10.6062,9.3705,1
2021-04-29,2021,April,4,Lagos,Armed Robbery,6.0312,3.3784,1
2021-04-30,2021,April,4,Lagos,Drug Trafficking,6.6635,3.0224,0
2021-05-01,2021,May,5,Abuja (FCT),Burglary,8.9452,7.5941,3
2021-05-01,2021,May,5,Zamfara,Fraud,11.9863,6.1717,2
2021-05-01,2021,May,5,Kano,Burglary,12.4718,8.7026,2
2021-05-02,2021,May,5,Delta,Drug Trafficking,5.1939,5.7212,1
2021-05-02,2021,May,5,Kaduna,Armed Robbery,10.0421,7.8468,0
2021-05-02,2021,May,5,Edo,Kidnapping,6.5238,5.3199,1
2021-05-03,2021,May,5,Abuja (FCT),Fraud,8.8421,7.0295,1
2021-05-03,2021,May,5,Oyo,Terrorism,7.7736,3.6226,3
2021-05-04,2021,May,5,Imo,Cybercrime,5.3815,7.3674,0
2021-05-05,2021,May,5,Rivers,Assault,5.2566,7.2149,0
2021-05-05,2021,May,5,Sokoto,Cybercrime,12.5624,5.4311,0
2021-05-07,2021,May,5,Kebbi,Kidnapping,11.3164,3.8868,1
2021-05-07,2021,May,5,Lagos,Drug Trafficking,6.0446,3.7233,3
2021-05-07,2021,May,5,Lagos,Fraud,6.1952,3.6209,1
2021-05-07,2021,May,5,Rivers,Assault,4.5935,7.3611,3
2021-05-07,2021,May,5,Abuja (FCT),Cult Clash,9.4762,7.704,2
2021-05-07,2021,May,5,Kano,Burglary,12.0729,8.2793,1
2021-05-08,2021,May,5,Kano,Burglary,12.2318,8.4845,1
2021-05-09,2021,May,5,Abuja (FCT),Burglary,9.5476,7.7549,2
2021-05-10,2021,May,5,Abuja (FCT),Homicide,8.6284,7.0417,1
2021-05-10,2021,May,5,Niger,Terrorism,9.4886,6.938,0
2021-05-10,2021,May,5,Oyo,Terrorism,7.3684,3.6334,0
2021-05-10,2021,May,5,Rivers,Cult Clash,5.0605,7.2722,0
2021-05-11,2021,May,5,Delta,Homicide,5.8651,6.0341,1
2021-05-11,2021,May,5,Delta,Terrorism,5.889,5.7682,2
2021-05-11,2021,May,5,Kaduna,Cybercrime,10.1846,7.4195,3
2021-05-12,2021,May,5,Bauchi,Kidnapping,10.0089,9.9893,3
2021-05-12,2021,May,5,Abuja (FCT),Armed Robbery,9.4502,7.7257,0
2021-05-13,2021,May,5,Borno,Cult Clash,11.5449,13.4033,1
2021-05-13,2021,May,5,Edo,Terrorism,6.8252,5.3296,1
2021-05-13,2021,May,5,Lagos,Cybercrime,6.236,3.4982,0
2021-05-13,2021,May,5,Borno,Cult Clash,12.2399,13.5255,0
2021-05-14,2021,May,5,Delta,Assault,5.9305,5.9189,1
2021-05-14,2021,May,5,Delta,Terrorism,5.0751,5.9722,0
2021-05-15,2021,May,5,Kano,Fraud,11.7348,8.6292,1
2021-05-15,2021,May,5,Abuja (FCT),Fraud,8.5849,7.5115,0
2021-05-15,2021,May,5,Kano,Armed Robbery,11.7498,8.7401,1
2021-05-16,2021,May,5,Rivers,Fraud,4.7396,7.1557,0
2021-05-16,2021,May,5,Delta,Cult Clash,5.1954,5.7782,5
2021-05-17,2021,May,5,Kano,Kidnapping,11.5748,8.749,0
2021-05-17,2021,May,5,Lagos,Homicide,6.9721,3.7762,3
2021-05-18,2021,May,5,Borno,Assault,11.9031,13.1879,3
2021-05-18,2021,May,5,Enugu,Terrorism,6.1432,7.2811,0
2021-05-18,2021,May,5,Lagos,Armed Robbery,6.6342,3.865,2
2021-05-18,2021,May,5,Lagos,Cult Clash,6.2414,3.0702,0
2021-05-18,2021,May,5,Lagos,Cybercrime,6.0418,3.663,0
2021-05-19,2021,May,5,Lagos,Cult Clash,6.4215,3.7791,2
2021-05-19,2021,May,5,Delta,Kidnapping,5.311,5.6972,4
2021-05-20,2021,May,5,Imo,Assault,5.7929,7.0546,1
2021-05-21,2021,May,5,Kaduna,Terrorism,10.4948,6.9835,0
2021-05-21,2021,May,5,Delta,Cybercrime,5.6151,6.1958,0
2021-05-21,2021,May,5,Lagos,Terrorism,6.4667,3.2645,5
2021-05-21,2021,May,5,Lagos,Assault,6.9663,3.4502,0
2021-05-21,2021,May,5,Niger,Homicide,9.7802,6.4861,0
2021-05-21,2021,May,5,Lagos,Fraud,6.8876,2.9977,0
2021-05-22,2021,May,5,Borno,Kidnapping,12.0409,13.641,1
2021-05-22,2021,May,5,Borno,Armed Robbery,12.3077,13.0602,5
2021-05-23,2021,May,5,Ogun,Armed Robbery,6.7785,3.6144,1
2021-05-23,2021,May,5,Borno,Cult Clash,11.5103,12.9341,3
2021-05-23,2021,May,5,Oyo,Fraud,7.6168,4.2207,0
2021-05-23,2021,May,5,Borno,Fraud,12.1347,13.397,0
2021-05-24,2021,May,5,Edo,Fraud,6.2034,5.7221,1
2021-05-24,2021,May,5,Sokoto,Armed Robbery,13.1435,5.1456,0
2021-05-24,2021,May,5,Borno,Drug Trafficking,11.849,13.0281,2
2021-05-25,2021,May,5,Borno,Burglary,11.7679,13.5403,1
2021-05-25,2021,May,5,Abuja (FCT),Armed Robbery,9.2442,7.6063,0
2021-05-26,2021,May,5,Ogun,Fraud,6.8803,3.3044,0
2021-05-26,2021,May,5,Kano,Burglary,12.4627,8.1179,0
2021-05-26,2021,May,5,Lagos,Drug Trafficking,6.1706,3.2013,0
2021-05-26,2021,May,5,Lagos,Kidnapping,6.0618,3.1037,4
2021-05-26,2021,May,5,Kano,Cybercrime,12.1954,8.4425,2
2021-05-27,2021,May,5,Lagos,Fraud,6.8205,3.4483,4
2021-05-27,2021,May,5,Abuja (FCT),Armed Robbery,8.9648,7.2757,4
2021-05-27,2021,May,5,Kano,Kidnapping,12.2275,9.0029,1
2021-05-27,2021,May,5,Delta,Assault,5.2792,5.8723,4
2021-05-29,2021,May,5,Cross River,Cult Clash,5.9036,8.6159,0
2021-05-29,2021,May,5,Kaduna,Armed Robbery,10.2253,7.8071,2
2021-05-29,2021,May,5,Plateau,Homicide,9.1978,9.1239,2
2021-05-29,2021,May,5,Delta,Armed Robbery,5.9407,5.4898,0
2021-05-30,2021,May,5,Kaduna,Assault,10.0385,7.6381,0
2021-05-30,2021,May,5,Kaduna,Burglary,10.7166,7.1165,0
2021-05-31,2021,May,5,Sokoto,Assault,12.6374,5.3429,0
2021-06-01,2021,June,6,Oyo,Cult Clash,8.0307,4.3164,0
2021-06-01,2021,June,6,Kano,Kidnapping,11.9766,8.2451,1
2021-06-01,2021,June,6,Rivers,Homicide,5.2567,7.0275,2
2021-06-02,2021,June,6,Zamfara,Homicide,12.2573,6.4559,2
2021-06-02,2021,June,6,Abuja (FCT),Assault,9.3497,7.7683,0
2021-06-02,2021,June,6,Lagos,Kidnapping,6.0792,2.9464,3
2021-06-02,2021,June,6,Kaduna,Drug Trafficking,10.476,7.6789,0
2021-06-03,2021,June,6,Plateau,Burglary,9.095,9.0539,0
2021-06-03,2021,June,6,Kaduna,Burglary,10.3865,6.9519,0
2021-06-03,2021,June,6,Kano,Terrorism,12.3804,8.9612,4
2021-06-04,2021,June,6,Bauchi,Homicide,10.6479,10.2118,3
2021-06-04,2021,June,6,Edo,Fraud,6.7325,5.4595,2
2021-06-04,2021,June,6,Lagos,Terrorism,6.484,3.546,3
2021-06-05,2021,June,6,Kano,Fraud,12.2317,8.5847,1
2021-06-07,2021,June,6,Abuja (FCT),Assault,8.6135,7.7125,1
2021-06-08,2021,June,6,Lagos,Kidnapping,6.2217,3.4816,2
2021-06-09,2021,June,6,Lagos,Fraud,6.8812,3.4003,2
2021-06-09,2021,June,6,Lagos,Fraud,6.2104,3.4036,0
2021-06-09,2021,June,6,Anambra,Kidnapping,6.2957,6.6091,4
2021-06-10,2021,June,6,Lagos,Cult Clash,6.895,3.5138,4
2021-06-11,2021,June,6,Rivers,Drug Trafficking,4.9027,7.4333,0
2021-06-11,2021,June,6,Anambra,Armed Robbery,6.2466,6.9482,2
2021-06-12,2021,June,6,Lagos,Fraud,6.8003,3.8484,0
2021-06-12,2021,June,6,Cross River,Drug Trafficking,5.9472,8.6467,3
2021-06-12,2021,June,6,Edo,Kidnapping,6.6507,6.103,0
2021-06-12,2021,June,6,Lagos,Fraud,7.0105,3.8577,2
2021-06-13,2021,June,6,Lagos,Burglary,6.9866,3.523,1
2021-06-13,2021,June,6,Kano,Armed Robbery,11.7242,8.8389,1
2021-06-14,2021,June,6,Borno,Drug Trafficking,11.5003,12.7769,2
2021-06-15,2021,June,6,Delta,Terrorism,5.7337,5.9729,0
2021-06-15,2021,June,6,Borno,Assault,11.4881,13.5041,1
2021-06-15,2021,June,6,Anambra,Armed Robbery,5.8837,6.4955,0
2021-06-15,2021,June,6,Abuja (FCT),Fraud,9.5594,7.7702,0
2021-06-16,2021,June,6,Cross River,Homicide,5.6743,8.237,2
2021-06-16,2021,June,6,Niger,Kidnapping,9.493,6.2686,0
2021-06-17,2021,June,6,Rivers,Kidnapping,4.6853,6.755,1
2021-06-18,2021,June,6,Anambra,Fraud,5.7294,6.7365,2
2021-06-18,2021,June,6,Delta,Drug Trafficking,5.6881,6.3509,1
2021-06-19,2021,June,6,Oyo,Assault,8.3296,4.1411,0
2021-06-19,2021,June,6,Kaduna,Cult Clash,10.6759,7.6311,0
2021-06-21,2021,June,6,Zamfara,Cult Clash,12.2985,6.28,0
2021-06-21,2021,June,6,Lagos,Drug Trafficking,6.7186,3.363,0
2021-06-22,2021,June,6,Anambra,Cybercrime,6.2846,6.5637,1
2021-06-22,2021,June,6,Kebbi,Terrorism,11.5401,3.8511,0
